Comment,Result,Algorithm,Memory usage,CPU consume,Swaps count,Comparions,Stack memory
"Run,1<-/level5_n1000000_genIdentical_v1.in",Success,combSort,0,103.149,0,45666766,16
"Run,1<-/level5_n1000000_genIdentical_v1.in",Success,tournamentSort,68014080,353.408,2000000,9884992,64
"Run,1<-/level5_n1000000_genIdentical_v1.in",Success,introSort,0,79.9225,7982147,16833223,96
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,mergeSort,0,0.4539,19952,5044,112
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,heapSort,0,0.1318,8316,15965,0
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,bubbleSort,0,5.106,499500,999000,0
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,insertionSort,0,4.6148,499500,499500,0
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,selectionSort,0,1.7843,500,499500,0
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,quickSort,0,0.0985,1652,11834,32
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,dualQuickSort,0,0.3155,5391,10785,32
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,librarySort,0,5.9143,327549,8986,96
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,timSort,0,0.2688,25128,17636,112
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,cocktailShakerSort,0,5.1438,499500,999999,0
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,combSort,0,0.0841,1536,20705,16
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,tournamentSort,0,0.2592,2000,4932,64
"Run,1<-/level1_n1000_genPermutationReversed_v1.in",Success,introSort,0,0.2432,8154,33514,96
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,mergeSort,536576,6.0392,574464,148016,112
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,heapSort,0,3.8487,254334,493307,0
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,bubbleSort,0,2012.67,199990000,399980000,0
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,insertionSort,0,1579.6,199990000,199990000,0
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,selectionSort,0,450.658,10000,199990000,0
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,quickSort,0,1.8301,33331,382748,32
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,dualQuickSort,0,2.4365,157454,361804,32
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,librarySort,704512,1221.86,102606709,267247,96
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,timSort,536576,4.334,585440,285744,112
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,cocktailShakerSort,0,1951.94,199990000,399999999,0
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,combSort,0,1.7931,42634,633401,16
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,tournamentSort,1724416,5.2741,40000,139216,64
"Run,1<-/level2_n20000_genPermutationReversed_v1.in",Success,introSort,0,7.1066,253188,1051689,96
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,mergeSort,827392,17.0444,2257856,573728,112
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,heapSort,0,22.0239,1012682,1978603,0
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,selectionSort,0,5611.84,35000,2449965000,0
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,quickSort,0,5.9032,116704,1418171,32
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,dualQuickSort,0,9.8643,686617,1326297,32
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,timSort,311296,16.9179,2243312,984016,112
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,combSort,0,6.6694,165328,2566737,16
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,tournamentSort,4702208,27.8099,140000,555200,64
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Success,introSort,0,18.269,1012332,4223525,96
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationReversed_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,mergeSort,905216,51.8382,7075712,1807808,112
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,heapSort,0,44.8315,3195728,6256303,0
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,quickSort,0,18.3003,333258,4686307,32
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,dualQuickSort,0,31.8169,2097422,4311901,32
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,timSort,905216,57.6228,7542400,3645120,112
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,combSort,0,21.1116,513708,8133413,16
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,tournamentSort,13651968,64.8008,400000,1730048,64
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Success,introSort,0,59.301,3194128,13063868,96
"Run,1<-/level4_n200000_genPermutationReversed_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,mergeSort,4128768,284.805,39902848,10066432,112
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,heapSort,0,248.697,18333408,36001436,0
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,quickSort,0,92.7031,1667347,26128247,32
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,dualQuickSort,0,155.201,11182692,24483804,32
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,timSort,4128768,322.005,44762880,22272256,112
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,combSort,0,119.752,2872826,46666765,16
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,tournamentSort,68014080,381.1,2000000,9884992,64
"Run,1<-/level5_n1000000_genPermutationReversed_v1.in",Success,introSort,0,331.735,18340658,73979494,96
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,mergeSort,0,0.143,19952,4932,112
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,heapSort,0,0.1491,9708,17583,0
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,bubbleSort,0,0.0061,0,999,0
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,insertionSort,0,0.003,0,999,0
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,selectionSort,0,1.1321,0,499500,0
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,quickSort,0,0.0844,1169,11484,32
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,dualQuickSort,0,0.4655,5313,10490,32
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,librarySort,0,7.7201,328548,8968,96
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,timSort,0,0.2007,10000,3460,112
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,cocktailShakerSort,0,0.0035,0,999,0
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,combSort,0,0.0629,0,19706,16
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,tournamentSort,0,0.3573,2000,5044,64
"Run,1<-/level1_n1000_genPermutationSorted_v1.in",Success,introSort,0,0.5047,9518,35091,96
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,mergeSort,524288,4.6829,574464,139216,112
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,heapSort,0,4.1354,282878,529074,0
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,bubbleSort,0,0.0455,0,19999,0
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,insertionSort,0,0.0552,0,19999,0
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,selectionSort,0,519.323,0,199990000,0
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,quickSort,0,1.5478,23371,362795,32
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,dualQuickSort,0,2.3683,183372,341480,32
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,librarySort,630784,1282.15,102626708,267219,96
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,timSort,524288,2.7098,400000,118672,112
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,cocktailShakerSort,0,0.044,0,19999,0
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,combSort,0,1.9972,0,613402,16
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,tournamentSort,1650688,6.3645,40000,148016,64
"Run,1<-/level2_n20000_genPermutationSorted_v1.in",Success,introSort,0,11.9513,282436,1087884,96
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,mergeSort,778240,15.9723,2257856,555200,112
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,heapSort,0,15.2759,1114302,2099178,0
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,bubbleSort,0,0.1573,0,69999,0
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,insertionSort,0,0.2017,0,69999,0
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,selectionSort,0,5584.62,0,2449965000,0
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,quickSort,0,5.6855,81517,1470494,32
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,dualQuickSort,0,12.3768,631348,1356316,32
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,timSort,327680,11.3785,1680000,485200,112
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,cocktailShakerSort,0,0.1568,0,69999,0
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,combSort,0,11.5627,0,2496738,16
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,tournamentSort,4722688,32.3271,140000,573728,64
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Success,introSort,0,22.9809,1113742,4337644,96
"Run,1<-/level3_n70000_genPermutationSorted_v1.in",Timeout,librarySort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,mergeSort,905216,51.7952,7075712,1730048,112
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,heapSort,0,46.6293,3499160,6626912,0
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,bubbleSort,0,0.4774,0,199999,0
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,insertionSort,0,0.5995,0,199999,0
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,quickSort,0,16.4232,233399,4426746,32
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,dualQuickSort,0,26.6761,2043229,4346865,32
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,timSort,905216,34.6606,5200000,1489088,112
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,cocktailShakerSort,0,0.4733,0,199999,0
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,combSort,0,16.8729,0,7933414,16
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,tournamentSort,13647872,61.0503,400000,1807808,64
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Success,introSort,0,57.7385,3498504,13425169,96
"Run,1<-/level4_n200000_genPermutationSorted_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,mergeSort,4063232,276.056,39902848,9884992,112
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,heapSort,0,251.633,19787792,37692069,0
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,bubbleSort,0,5.4398,0,999999,0
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,insertionSort,0,2.7937,0,999999,0
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,quickSort,0,103.383,1166680,26071715,32
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,dualQuickSort,0,149.96,11540560,25484921,32
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,timSort,4063232,202.056,30000000,8457856,112
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,cocktailShakerSort,0,2.2304,0,999999,0
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,combSort,0,105.777,0,45666766,16
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,tournamentSort,67948544,337.897,2000000,10066432,64
"Run,1<-/level5_n1000000_genPermutationSorted_v1.in",Success,introSort,0,354.088,19788834,75690210,96
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,mergeSort,0,0.2071,19952,8699,112
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,heapSort,0,0.1643,9075,16844,0
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,bubbleSort,0,3.9055,250291,954045,0
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,insertionSort,0,2.499,250291,251286,0
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,selectionSort,0,1.3137,995,499500,0
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,quickSort,0,0.1571,2912,11867,32
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,dualQuickSort,0,0.1675,5065,10291,32
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,librarySort,0,0.5397,13506,8580,96
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,timSort,0,0.2201,17511,13324,112
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,cocktailShakerSort,0,8.2589,250291,520479,0
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,combSort,0,0.333,4309,21704,16
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,tournamentSort,0,1.2867,2000,8672,64
"Run,1<-/level1_n1000_genPermutation_v1.in",Success,introSort,0,0.1839,3593,12263,96
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,mergeSort,606208,5.8661,574464,260996,112
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,heapSort,0,7.4228,268533,510780,0
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,bubbleSort,0,1996.48,99846703,397840107,0
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,insertionSort,0,768.247,99846703,99866697,0
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,selectionSort,0,446.958,19991,199990000,0
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,quickSort,0,2.8653,77526,380650,32
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,dualQuickSort,0,3.1658,176768,333940,32
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,librarySort,712704,15.6451,1024928,258037,96
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,timSort,606208,7.4041,492934,307283,112
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,cocktailShakerSort,0,1351.64,99846703,198770061,0
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,combSort,0,3.4457,137069,653400,16
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,tournamentSort,1732608,12.1374,40000,260979,64
"Run,1<-/level2_n20000_genPermutation_v1.in",Success,introSort,0,2.3684,92621,355346,96
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,mergeSort,802816,41.8628,2257856,1039143,112
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,heapSort,0,20.992,1065090,2038530,0
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,selectionSort,0,5678.43,69986,2449965000,0
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,quickSort,0,10.6202,302164,1408638,32
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,dualQuickSort,0,12.0662,600444,1308038,32
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,librarySort,1142784,131.825,9853949,1029441,96
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,timSort,372736,19.5917,1961173,1169230,112
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,combSort,0,14.2236,555124,2776734,16
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,tournamentSort,4767744,50.7322,140000,1039168,64
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Success,introSort,0,8.8651,351658,1437622,96
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,bubbleSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,insertionSort,0,0,0,0,
"Run,1<-/level3_n70000_genPermutation_v1.in",Timeout,cocktailShakerSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,mergeSort,839680,70.6034,7075712,3272653,112
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,heapSort,0,70.7654,3349935,6439436,0
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,quickSort,0,32.0377,927547,4655199,32
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,dualQuickSort,0,38.2634,1910921,4211806,32
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,librarySort,3244032,342.87,23717351,3245657,96
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,timSort,839680,61.7125,6370536,3923137,112
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,combSort,0,45.1636,1757529,8933409,16
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,tournamentSort,13586432,182.235,400000,3272658,64
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level4_n200000_genPermutation_v1.in",Success,introSort,0,27.5255,1079985,4427719,96
"Run,1<-/level4_n200000_genPermutation_v1.in",Timeout,selectionSort,0,0,0,0,
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,mergeSort,4063232,389.274,39902848,18674521,112
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,heapSort,0,355.872,19049660,36795058,0
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,quickSort,0,184.474,5194195,25897190,32
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,dualQuickSort,0,218.264,12292555,25421907,32
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,librarySort,16072704,4035.08,303273001,18548263,96
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,timSort,4063232,360.521,37377226,23182186,112
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,combSort,0,260.76,10051734,49666762,16
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,tournamentSort,67948544,1369.87,2000000,18673887,64
"Run,1<-/level5_n1000000_genPermutation_v1.in",Success,introSort,0,158.641,5944234,25241358,96
